type,field,entry,row_index,csv_set,ann_set,corrected_label,Unnamed: 7
FP,TIME,overnight,1378,"about 1 hour, about 18 hours, about 5 minutes, overnight","1 hour, 18 hours, 5 minutes",TP,
FP,REACTION_PRODUCT,"N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl)acetamide",1380,"N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl)acetamide","N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl) ureido)phenyl)acetamide, N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl) acetamide",TP,
FN,REACTION_PRODUCT,"N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl) ureido)phenyl)acetamide",1380,"N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl)acetamide","N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl) ureido)phenyl)acetamide, N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl) acetamide",TP,
FN,REACTION_PRODUCT,"N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl) acetamide",1380,"N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl)acetamide","N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl) ureido)phenyl)acetamide, N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl) acetamide",TP,
FN,REAGENT_CATALYST,Tetrakis(triphenylphosphine)palladium(0),1385,"Pd(PPh3)4, potassium carbonate","Pd(PPh3)4, Tetrakis(triphenylphosphine)palladium(0), potassium carbonate",TP,
FP,TEMPERATURE,100°C,1385,"100°C, room temperature","100° C, room temperature",TP,
FN,TEMPERATURE,100° C,1385,"100°C, room temperature","100° C, room temperature",TP,
FP,REACTION_PRODUCT,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate",1386,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetr ahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate, (E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1 -yl)-3,5 -difluorophenyl)acrylate, 70j, title compound",TP,
FN,REACTION_PRODUCT,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1 -yl)-3,5 -difluorophenyl)acrylate",1386,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetr ahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate, (E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1 -yl)-3,5 -difluorophenyl)acrylate, 70j, title compound",TP,
FN,REACTION_PRODUCT,70j,1386,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetr ahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate, (E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1 -yl)-3,5 -difluorophenyl)acrylate, 70j, title compound",TP,
FN,REACTION_PRODUCT,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetr ahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate",1386,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetr ahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate, (E)-methyl 3-(4-((1S,3R/1R,3S)-6-acetamido-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1 -yl)-3,5 -difluorophenyl)acrylate, 70j, title compound",TP,
FN,STARTING_MATERIAL,acetic anhydride,1386,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-amino-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1S,3R/1R,3S)-6-amino-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate, 70i, acetic anhydride",TP,
FN,STARTING_MATERIAL,70i,1386,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-amino-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1S,3R/1R,3S)-6-amino-2-(2-fluoro-2-methylpropyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate, 70i, acetic anhydride",TP,
FP,REAGENT_CATALYST,acetic anhydride,1386,"N,N-diisopropylethylamine, acetic anhydride","N,N-diisopropylethylamine",FP,
FN,REACTION_PRODUCT,product,1388,"6-methyl-4-nitrobenzo[d][1,3]dioxole","6-methyl-4-nitrobenzo[d][1,3]dioxole, product",TP,
FN,STARTING_MATERIAL,diiodomethane,1388,"5-Methyl-3-nitrobenzene-1,2-diol","5-Methyl-3-nitrobenzene-1,2-diol, diiodomethane",TP,
FP,REAGENT_CATALYST,diiodomethane,1388,"diiodomethane, potassium carbonate",potassium carbonate,FP,
FN,STARTING_MATERIAL,tert-butyldimethylsilyl chloride,1389,glycerin,"glycerin, tert-butyldimethylsilyl chloride",TP,
FP,REAGENT_CATALYST,tert-butyldimethylsilyl chloride,1389,"imidazole, tert-butyldimethylsilyl chloride",imidazole,FP,
FP,TEMPERATURE,ice cooling,1389,"ice cooling, room temperature",room temperature,TP,
FP,TIME,overnight,1389,overnight,,TP,
FN,SOLVENT,water,1390,"1,4-dioxane","1,4-dioxane, water",TP,
FN,REACTION_PRODUCT,7,1391,"4-(3-(4-(3H-imidazo[4,5-b]pyridin-6-yl)piperazine-1-carbonyl)-4-fluorobenzyl)phthalazin-1(2H)-one","4-(3-(4-(3H-imidazo[4,5-b]pyridin-6-yl)piperazine-1-carbonyl)-4-fluorobenzyl)phthalazin-1(2H)-one, 7",TP,
FP,REACTION_PRODUCT,REAGENT_CATALYST,1394,"REAGENT_CATALYST, STARTING_MATERIAL",methyl 2-chloro-6-(4-cyanophenoxy) nicotinate,TP,
FP,REACTION_PRODUCT,STARTING_MATERIAL,1394,"REAGENT_CATALYST, STARTING_MATERIAL",methyl 2-chloro-6-(4-cyanophenoxy) nicotinate,TP,
FN,REACTION_PRODUCT,methyl 2-chloro-6-(4-cyanophenoxy) nicotinate,1394,"REAGENT_CATALYST, STARTING_MATERIAL",methyl 2-chloro-6-(4-cyanophenoxy) nicotinate,TP,
FP,STARTING_MATERIAL,HOAc,1394,"4-hydroxybenzonitrile, HOAc, N,N-dimethylformamide, ethyl acetate, ice water, isopropanol, isopropyl alcohol, methyl 2,6-dichloronicotinate, petroleum ether, triethylamine, triethylene diamine","4-hydroxybenzonitrile, methyl 2,6-dichloronicotinate",TP,
FP,STARTING_MATERIAL,triethylamine,1394,"4-hydroxybenzonitrile, HOAc, N,N-dimethylformamide, ethyl acetate, ice water, isopropanol, isopropyl alcohol, methyl 2,6-dichloronicotinate, petroleum ether, triethylamine, triethylene diamine","4-hydroxybenzonitrile, methyl 2,6-dichloronicotinate",TP,
FP,STARTING_MATERIAL,ethyl acetate,1394,"4-hydroxybenzonitrile, HOAc, N,N-dimethylformamide, ethyl acetate, ice water, isopropanol, isopropyl alcohol, methyl 2,6-dichloronicotinate, petroleum ether, triethylamine, triethylene diamine","4-hydroxybenzonitrile, methyl 2,6-dichloronicotinate",TP,
FP,STARTING_MATERIAL,ice water,1394,"4-hydroxybenzonitrile, HOAc, N,N-dimethylformamide, ethyl acetate, ice water, isopropanol, isopropyl alcohol, methyl 2,6-dichloronicotinate, petroleum ether, triethylamine, triethylene diamine","4-hydroxybenzonitrile, methyl 2,6-dichloronicotinate",TP,
FP,STARTING_MATERIAL,"N,N-dimethylformamide",1394,"4-hydroxybenzonitrile, HOAc, N,N-dimethylformamide, ethyl acetate, ice water, isopropanol, isopropyl alcohol, methyl 2,6-dichloronicotinate, petroleum ether, triethylamine, triethylene diamine","4-hydroxybenzonitrile, methyl 2,6-dichloronicotinate",TP,
FP,STARTING_MATERIAL,petroleum ether,1394,"4-hydroxybenzonitrile, HOAc, N,N-dimethylformamide, ethyl acetate, ice water, isopropanol, isopropyl alcohol, methyl 2,6-dichloronicotinate, petroleum ether, triethylamine, triethylene diamine","4-hydroxybenzonitrile, methyl 2,6-dichloronicotinate",FP,
FP,STARTING_MATERIAL,triethylene diamine,1394,"4-hydroxybenzonitrile, HOAc, N,N-dimethylformamide, ethyl acetate, ice water, isopropanol, isopropyl alcohol, methyl 2,6-dichloronicotinate, petroleum ether, triethylamine, triethylene diamine","4-hydroxybenzonitrile, methyl 2,6-dichloronicotinate",TP,
FP,STARTING_MATERIAL,isopropyl alcohol,1394,"4-hydroxybenzonitrile, HOAc, N,N-dimethylformamide, ethyl acetate, ice water, isopropanol, isopropyl alcohol, methyl 2,6-dichloronicotinate, petroleum ether, triethylamine, triethylene diamine","4-hydroxybenzonitrile, methyl 2,6-dichloronicotinate",TP,
FP,STARTING_MATERIAL,isopropanol,1394,"4-hydroxybenzonitrile, HOAc, N,N-dimethylformamide, ethyl acetate, ice water, isopropanol, isopropyl alcohol, methyl 2,6-dichloronicotinate, petroleum ether, triethylamine, triethylene diamine","4-hydroxybenzonitrile, methyl 2,6-dichloronicotinate",TP,
FN,REAGENT_CATALYST,triethylene diamine,1394,,"Triethylamine, triethylene diamine",TP,
FN,REAGENT_CATALYST,Triethylamine,1394,,"Triethylamine, triethylene diamine",TP,
FN,SOLVENT,"N, N-dimethylformamide",1394,,"N, N-dimethylformamide",TP,
FN,TEMPERATURE,room temperature,1394,,"50 °C, room temperature",TP,
FN,TEMPERATURE,50 °C,1394,,"50 °C, room temperature",TP,
FN,TIME,8 hours,1394,,"0.5 hour, 2 hours, 4-5 hours, 8 hours",TP,
FN,TIME,4-5 hours,1394,,"0.5 hour, 2 hours, 4-5 hours, 8 hours",TP,
FN,TIME,2 hours,1394,,"0.5 hour, 2 hours, 4-5 hours, 8 hours",TP,
FN,TIME,0.5 hour,1394,,"0.5 hour, 2 hours, 4-5 hours, 8 hours",TP,
FN,YIELD_PERCENT,67.36%,1394,,67.36%,TP,
FN,YIELD_OTHER,1.94 g,1394,,1.94 g,TP,
FN,REACTION_PRODUCT,compound,1397,Methyl (2R)-2-[[4-(6-fluoro-1H-indol-3-yl)benzoyl]amino]propanoate,"Methyl (2R)-2-[[4-(6-fluoro-1H-indol-3-yl)benzoyl]amino]propanoate, compound, title compound",TP,
FP,STARTING_MATERIAL,methyl (2R)-2-aminopropanoate hydrochloride,1397,"Intermediate 3-a, methyl (2R)-2-aminopropanoate hydrochloride","3-a, methyl (2R)-2-aminopropa-noate hydrochloride",TP,
FN,STARTING_MATERIAL,methyl (2R)-2-aminopropa-noate hydrochloride,1397,"Intermediate 3-a, methyl (2R)-2-aminopropanoate hydrochloride","3-a, methyl (2R)-2-aminopropa-noate hydrochloride",TP,
FP,TEMPERATURE,room temperature,1398,"110° C, room temperature",110° C,TP,
FN,REAGENT_CATALYST,propylphosphonic anhydride,1399,pyridine,"propylphosphonic anhydride, pyridine",TP,
FN,SOLVENT,ethyl acetate,1399,acetonitrile,"acetonitrile, ethyl acetate",TP,
FP,TEMPERATURE,�?0°C to ambient,1404,�?0°C to ambient,"10° C, ambient temperature, �?0° C, �?5°, �?5° C, �?0° C, �?8° C",TP,
FN,TEMPERATURE,�?5° C,1404,�?0°C to ambient,"10° C, ambient temperature, �?0° C, �?5°, �?5° C, �?0° C, �?8° C",TP,
FN,TEMPERATURE,ambient temperature,1404,�?0°C to ambient,"10° C, ambient temperature, �?0° C, �?5°, �?5° C, �?0° C, �?8° C",TP,
FN,TEMPERATURE,�?5°,1404,�?0°C to ambient,"10° C, ambient temperature, �?0° C, �?5°, �?5° C, �?0° C, �?8° C",TP,
FN,TEMPERATURE,�?8° C,1404,�?0°C to ambient,"10° C, ambient temperature, �?0° C, �?5°, �?5° C, �?0° C, �?8° C",TP,
FN,TEMPERATURE,10° C,1404,�?0°C to ambient,"10° C, ambient temperature, �?0° C, �?5°, �?5° C, �?0° C, �?8° C",TP,
FN,TEMPERATURE,�?0° C,1404,�?0°C to ambient,"10° C, ambient temperature, �?0° C, �?5°, �?5° C, �?0° C, �?8° C",TP,
FN,TEMPERATURE,�?0° C,1404,�?0°C to ambient,"10° C, ambient temperature, �?0° C, �?5°, �?5° C, �?0° C, �?8° C",TP,
FN,TIME,30 minutes,1404,"1 h, 10 min, 15 min","1 hour, 10 minutes, 15 minutes, 20 minutes, 30 minutes",TP,
FN,TIME,20 minutes,1404,"1 h, 10 min, 15 min","1 hour, 10 minutes, 15 minutes, 20 minutes, 30 minutes",TP,
FP,TEMPERATURE,room temperature,1405,"80° C., room temperature",80° C,TP,
FP,REACTION_PRODUCT,"5-(5-chloro-pyridin-3-yl)-3-methyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione",1407,"5-(5-chloro-pyridin-3-yl)-3-methyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione","1-benzhydryl-5-(5-chloro-pyridin-3-yl)-3-methyl-1H-pyrimidine-2,4-dione",FP,
FN,REACTION_PRODUCT,"1-benzhydryl-5-(5-chloro-pyridin-3-yl)-3-methyl-1H-pyrimidine-2,4-dione",1407,"5-(5-chloro-pyridin-3-yl)-3-methyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione","1-benzhydryl-5-(5-chloro-pyridin-3-yl)-3-methyl-1H-pyrimidine-2,4-dione",TP,
FN,REACTION_PRODUCT,24,1412,(R)-isopropyl-3-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-amino formyl)propionate,"(R)-isopropyl-3-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-amino formyl)propionate, 24, product",TP,
FN,REACTION_PRODUCT,product,1412,(R)-isopropyl-3-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-amino formyl)propionate,"(R)-isopropyl-3-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-amino formyl)propionate, 24, product",TP,
FN,STARTING_MATERIAL,Raw material 2,1412,D-phenylalanine isopropyl ester,"D-phenylalanine isopropyl ester, Raw material 2",FN,
FN,REACTION_PRODUCT,4,1415,4-(2-(4-chloro-3-nitrophenoxy)ethyl)piperidine,"4, 4-(2-(4-chloro-3-nitrophenoxy)ethyl)piperidine",TP,
FN,REAGENT_CATALYST,ammonia,1416,"sodium borohydride, tetraisopropyl titanate","ammonia, sodium borohydride, tetraisopropyl titanate",FN,
FP,SOLVENT,dichloromethane,1416,"ammoniamethanol, dichloromethane, methanol",methanol,TP,
FP,SOLVENT,ammoniamethanol,1416,"ammoniamethanol, dichloromethane, methanol",methanol,FP,
FN,STARTING_MATERIAL,"2,2-Difluoropropyl trifluoromethanesulfonate",1417,(R)-3-(2-aminopropyl)-2-methylaniline,"(R)-3-(2-aminopropyl)-2-methylaniline, 2,2-Difluoropropyl trifluoromethanesulfonate",TP,
FN,REAGENT_CATALYST,propylphosphonic anhydride,1418,pyridine,"propylphosphonic anhydride, pyridine",TP,
FN,SOLVENT,ethyl acetate,1418,acetonitrile,"acetonitrile, ethyl acetate",TP,
FN,REACTION_PRODUCT,7A,1419,"5-(2,2-difluoroethyl)-2,2-dimethyl-1,3-dioxane-4,6-dione","5-(2,2-difluoroethyl)-2,2-dimethyl-1,3-dioxane-4,6-dione, 7A",TP,
FN,STARTING_MATERIAL,difluoroacetic anhydride,1419,"2,2-dimethyl-1,3-dioxane-4,6-dione (Meldrum's acid)","2,2-dimethyl-1,3-dioxane-4,6-dione, Meldrum's acid, difluoroacetic anhydride",TP,
FP,REAGENT_CATALYST,difluoroacetic anhydride,1419,"difluoroacetic anhydride, sodium borohydride, triethylamine","acetic acid, sodium borohydride, triethylamine",FP,
FN,REAGENT_CATALYST,acetic acid,1419,"difluoroacetic anhydride, sodium borohydride, triethylamine","acetic acid, sodium borohydride, triethylamine",TP,
FP,TIME,overnight,1419,"0.5 h, 3 h, overnight","0.5 h, 3 h",TP,
FN,REACTION_PRODUCT,compound,1420,N-(1-cyanocyclopropyl)-4-(6-fluoro-1H-indol-3-yl)benzamide,"N-(1-cyanocyclopropyl)-4-(6-fluoro-1H-indol-3-yl)benzamide, compound, title compound",TP,
FP,REACTION_PRODUCT,"(E)-methyl 3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrobenzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate",1421,"(E)-methyl 3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrobenzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrob enzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate, (E)-methyl3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrobenzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate, 76e, title compound",TP,
FN,REACTION_PRODUCT,"(E)-methyl 3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrob enzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate",1421,"(E)-methyl 3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrobenzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrob enzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate, (E)-methyl3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrobenzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate, 76e, title compound",TP,
FN,REACTION_PRODUCT,76e,1421,"(E)-methyl 3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrobenzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrob enzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate, (E)-methyl3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrobenzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate, 76e, title compound",TP,
FN,REACTION_PRODUCT,"(E)-methyl3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrobenzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate",1421,"(E)-methyl 3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrobenzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate","(E)-methyl 3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrob enzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate, (E)-methyl3-(4-((1R,3R/1S,3S)-6-bromo-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydrobenzofuro[2,3-c]pyridin-1-yl)-3,5-difluorophenyl)acrylate, 76e, title compound",TP,
FN,STARTING_MATERIAL,1e,1421,"(E)-methyl 3-(3,5-difluoro-4-formylphenyl)acrylate, N-(1-(5-bromobenzofuran-3-yl)propan-2-yl)-2-fluoro-2-methylpropan-1-amine","(E)-methyl 3-(3,5-difluoro-4-formylphenyl)acrylate, 1e, 76d, N-(1-(5-bromobenzofuran-3-yl)propan-2-yl)-2-fluoro-2-methylpropan-1-amine",TP,
FN,STARTING_MATERIAL,76d,1421,"(E)-methyl 3-(3,5-difluoro-4-formylphenyl)acrylate, N-(1-(5-bromobenzofuran-3-yl)propan-2-yl)-2-fluoro-2-methylpropan-1-amine","(E)-methyl 3-(3,5-difluoro-4-formylphenyl)acrylate, 1e, 76d, N-(1-(5-bromobenzofuran-3-yl)propan-2-yl)-2-fluoro-2-methylpropan-1-amine",TP,
FN,REACTION_PRODUCT,3,1422,rac-trans-1-(4-bromophenyl)-3-(4-(4-methoxyphenyl)-6-oxopiperidin-3-yl)urea,"3, Example 3, rac-trans-1-(4-bromophenyl)-3-(4-(4-methoxyphenyl)-6-oxopiperidin-3-yl)urea",TP,
FN,REACTION_PRODUCT,Example 3,1422,rac-trans-1-(4-bromophenyl)-3-(4-(4-methoxyphenyl)-6-oxopiperidin-3-yl)urea,"3, Example 3, rac-trans-1-(4-bromophenyl)-3-(4-(4-methoxyphenyl)-6-oxopiperidin-3-yl)urea",TP,
FN,REACTION_PRODUCT,desired product,1423,2-Fluoro-1-(methyl-d3)-4-nitrobenzene,"2-Fluoro-1-(methyl-d3)-4-nitrobenzene, desired product",TP,
FP,STARTING_MATERIAL,cesium fluoride,1423,"2-(2-fluoro-4-nitrophenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane, cesium fluoride","2-(2-fluoro-4-nitrophenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane, iodomethane-d3",FP,
FN,STARTING_MATERIAL,iodomethane-d3,1423,"2-(2-fluoro-4-nitrophenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane, cesium fluoride","2-(2-fluoro-4-nitrophenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane, iodomethane-d3",TP,
FP,REAGENT_CATALYST,iodomethane-d3,1423,"bis(di-tert-butyl(4-dimethylaminophenyl)phosphine)dichloropalladium(II), iodomethane-d3","bis(di-tert-butyl(4-dimethylaminophenyl)phosphine)dichloropalladium(II), cesium fluoride",FP,
FN,REAGENT_CATALYST,cesium fluoride,1423,"bis(di-tert-butyl(4-dimethylaminophenyl)phosphine)dichloropalladium(II), iodomethane-d3","bis(di-tert-butyl(4-dimethylaminophenyl)phosphine)dichloropalladium(II), cesium fluoride",TP,
FN,REACTION_PRODUCT,84c,1425,7-fluorobenzofuran-3(2H)-one,"7-fluorobenzofuran-3 (2H)-one, 7-fluorobenzofuran-3(2H)-one, 84c, title compound",FN,
FN,REACTION_PRODUCT,7-fluorobenzofuran-3 (2H)-one,1425,7-fluorobenzofuran-3(2H)-one,"7-fluorobenzofuran-3 (2H)-one, 7-fluorobenzofuran-3(2H)-one, 84c, title compound",TP,
FN,STARTING_MATERIAL,84b,1425,3-fluoro-2-methoxybenzoyl chloride,"3-fluoro-2-methoxybenzoyl chloride, 84b",TP,
FN,REAGENT_CATALYST,acetic acid,1425,(trimethylsilyl)diazomethane,"(trimethylsilyl)diazomethane, acetic acid",TP,
FP,TEMPERATURE,ice bath,1425,"ice bath, room temperature",room temperature,TP,
FN,STARTING_MATERIAL,"3-bromo-1,1,1-trifluoropropan-2-one",1426,5-bromo-6-(trifluoromethyl)pyrimidin-4-amine,"12, 3-bromo-1,1,1-trifluoropropan-2-one, 5-bromo-6-(trifluoromethyl)pyrimidin-4-amine",TP,
FN,STARTING_MATERIAL,12,1426,5-bromo-6-(trifluoromethyl)pyrimidin-4-amine,"12, 3-bromo-1,1,1-trifluoropropan-2-one, 5-bromo-6-(trifluoromethyl)pyrimidin-4-amine",TP,
FN,STARTING_MATERIAL,Succinic anhydride,1429,compound 13,"13, Succinic anhydride",TP,
FP,REAGENT_CATALYST,Succinic anhydride,1429,Succinic anhydride,,FP,
FP,TIME,overnight,1429,overnight,,TP,
FN,REACTION_PRODUCT,"Diethyl 2-(((3, 4-d fluoro-2-hydroxyphenyl)amino)methylene)malonate",1430,"Diethyl 2-(((3,4-difluoro-2-hydroxyphenyl)amino)methylene)malonate (3)","3, Diethyl 2-(((3, 4-d fluoro-2-hydroxyphenyl)amino)methylene)malonate",TP,
FP,TIME,until no starting material left,1430,until no starting material left,,TP,
